node_id	BEL	aminoacid_Code_1	aminoacid_Code_2	function	list	modification	namespace	node_id	p_modType	position	undefined_namespace	valid_NSV	value
6897	"p(HGNC:""ALDH1L1"")"			p			HGNC	6897				True	ALDH1L1
6898	"p(HGNC:""ANXA13"")"			p			HGNC	6898				True	ANXA13
6899	"p(HGNC:""ARHGAP29"")"			p			HGNC	6899				True	ARHGAP29
6900	"p(HGNC:""ATF6B"")"			p			HGNC	6900				True	ATF6B
6901	"p(HGNC:""BFAR"")"			p			HGNC	6901				True	BFAR
6902	"p(HGNC:""CDH3"")"			p			HGNC	6902				True	CDH3
6903	"p(HGNC:""DEK"")"			p			HGNC	6903				True	DEK
6904	"p(HGNC:""DNMT3A"")"			p			HGNC	6904				True	DNMT3A
6905	"p(HGNC:""DNMT3B"")"			p			HGNC	6905				True	DNMT3B
6906	"p(HGNC:""DPT"")"			p			HGNC	6906				True	DPT
6907	"p(HGNC:""EPHB6"")"			p			HGNC	6907				True	EPHB6
6908	"p(HGNC:""FOLR2"")"			p			HGNC	6908				True	FOLR2
6909	"p(HGNC:""FPGS"")"			p			HGNC	6909				True	FPGS
6910	"p(HGNC:""GPT"")"			p			HGNC	6910				True	GPT
6911	"p(HGNC:""GUK1"")"			p			HGNC	6911				True	GUK1
6912	"p(HGNC:""HRK"")"			p			HGNC	6912				True	HRK
6913	"p(HGNC:""HSPB7"")"			p			HGNC	6913				True	HSPB7
6914	"p(HGNC:""IFITM3"")"			p			HGNC	6914				True	IFITM3
6915	"p(HGNC:""ITGA4"")"			p			HGNC	6915				True	ITGA4
6916	"p(HGNC:""ITGA5"")"			p			HGNC	6916				True	ITGA5
6917	"p(HGNC:""ITGA6"")"			p			HGNC	6917				True	ITGA6
6918	"p(HGNC:""KNTC1"")"			p			HGNC	6918				True	KNTC1
6919	"p(HGNC:""KRT14"")"			p			HGNC	6919				True	KRT14
6920	"p(HGNC:""MBD2"")"			p			HGNC	6920				True	MBD2
6921	"p(HGNC:""MGLL"")"			p			HGNC	6921				True	MGLL
6922	"p(HGNC:""MICA"")"			p			HGNC	6922				True	MICA
6923	"p(HGNC:""MTHFR"")"			p			HGNC	6923				True	MTHFR
6924	"p(HGNC:""MTRR"")"			p			HGNC	6924				True	MTRR
6925	"p(HGNC:""MUC1"")"			p			HGNC	6925				True	MUC1
6926	"p(HGNC:""NME4"")"			p			HGNC	6926				True	NME4
6927	"p(HGNC:""NTHL1"")"			p			HGNC	6927				True	NTHL1
6928	"p(HGNC:""PFDN5"")"			p			HGNC	6928				True	PFDN5
6929	"p(HGNC:""PGRMC2"")"			p			HGNC	6929				True	PGRMC2
6930	"p(HGNC:""PRR16"")"			p			HGNC	6930				True	PRR16
6931	"p(HGNC:""PTK6"")"			p			HGNC	6931				True	PTK6
6932	"p(HGNC:""RACGAP1P"")"			p			HGNC	6932				True	RACGAP1P
6933	"p(HGNC:""RECK"")"			p			HGNC	6933				True	RECK
6934	"p(HGNC:""RPA3"")"			p			HGNC	6934				True	RPA3
6935	"p(HGNC:""RPS5"")"			p			HGNC	6935				True	RPS5
6936	"p(HGNC:""S100A10"")"			p			HGNC	6936				True	S100A10
6937	"p(HGNC:""SAT1"")"			p			HGNC	6937				True	SAT1
6938	"p(HGNC:""SLC46A1"")"			p			HGNC	6938				True	SLC46A1
6939	"p(HGNC:""SPINK1"")"			p			HGNC	6939				True	SPINK1
6940	"p(HGNC:""TM4SF1"")"			p			HGNC	6940				True	TM4SF1
6941	"p(HGNC:""TNFRSF14"")"			p			HGNC	6941				True	TNFRSF14
6942	"p(HGNC:""TRAF4"")"			p			HGNC	6942				True	TRAF4
6943	"p(HGNC:""TRAIP"")"			p			HGNC	6943				True	TRAIP
6944	"p(HGNC:""TUG1"")"			p			HGNC	6944				True	TUG1
6945	"p(HGNC:""USP53"")"			p			HGNC	6945				True	USP53
6946	"p(HGNC:""VGLL3"")"			p			HGNC	6946				True	VGLL3
6947	"p(HGNC:""WISP1"")"			p			HGNC	6947				True	WISP1
6948	"p(HGNC:""ZNF219"")"			p			HGNC	6948				True	ZNF219
6949	"p(MGI:""Abcc3"")"			p			MGI	6949				True	Abcc3
6950	"p(RGD:""Agt"")"			p			RGD	6950				True	Agt
6951	"p(MGI:""Agtr2"")"			p			MGI	6951				True	Agtr2
6952	"p(RGD:""Bche"")"			p			RGD	6952				True	Bche
6953	"p(MGI:""Bub1b"")"			p			MGI	6953				True	Bub1b
6954	"p(MGI:""Cybb"")"			p			MGI	6954				True	Cybb
6955	"p(MGI:""Emx2"")"			p			MGI	6955				True	Emx2
6956	"p(MGI:""Gnas"")"			p			MGI	6956				True	Gnas
6957	"p(MGI:""Igf2"")"			p			MGI	6957				True	Igf2
6958	"p(MGI:""Igf2r"")"			p			MGI	6958				True	Igf2r
6959	"p(MGI:""Mthfd1"")"			p			MGI	6959				True	Mthfd1
6960	"p(RGD:""Pcna"")"			p			RGD	6960				True	Pcna
6961	"p(RGD:""Slc22a8"")"			p			RGD	6961				True	Slc22a8
6962	"p(MGI:""Smpd1"")"			p			MGI	6962				True	Smpd1
6963	"p(MGI:""Vhl"")"			p			MGI	6963				True	Vhl
6964	"p(MGI:""Wnt7a"")"			p			MGI	6964				True	Wnt7a
6965	"a(UNDEFINED:""Galantamine"")"			a			UNDEFINED	6965					Galantamine
6966	"a(UNDEFINED:""Ginkgo biloba extract 761"")"			a			UNDEFINED	6966					Ginkgo biloba extract 761
6967	"p(HGNC:""MYOC"")"			p			HGNC	6967				True	MYOC
6968	"p(RGD:""Bad"")"			p			RGD	6968				True	Bad
6969	"p(HGNC:""CDKN2B"")"			p			HGNC	6969				True	CDKN2B
6970	"p(HGNC:""HSD3B2"")"			p			HGNC	6970				True	HSD3B2
6971	"p(HGNC:""IL5"")"			p			HGNC	6971				True	IL5
6972	"p(HGNC:""GSTM2"")"			p			HGNC	6972				True	GSTM2
6973	"p(MGI:""Mgmt"")"			p			MGI	6973				True	Mgmt
6974	"a(SCHEM:""Goserelin"")"			a			SCHEM	6974				True	Goserelin
6975	"p(HGNC:""AHCY"")"			p			HGNC	6975				True	AHCY
6976	"p(HGNC:""EXOSC4"")"			p			HGNC	6976				True	EXOSC4
6977	"p(HGNC:""HIST3H3"")"			p			HGNC	6977				True	HIST3H3
6978	"p(HGNC:""RAB1B"")"			p			HGNC	6978				True	RAB1B
6979	"p(HGNC:""RAB9A"")"			p			HGNC	6979				True	RAB9A
6980	"p(HGNC:""SSR4"")"			p			HGNC	6980				True	SSR4
6981	"p(HGNC:""VBP1"")"			p			HGNC	6981				True	VBP1
6982	"p(HGNC:""VPS29"")"			p			HGNC	6982				True	VPS29
6983	"p(MGI:""Cbs"")"			p			MGI	6983				True	Cbs
6984	"p(MGI:""Mtrr"")"			p			MGI	6984				True	Mtrr
6985	"p(HGNC:""PDHX"")"			p			HGNC	6985				True	PDHX
6986	"p(MGI:""Pon1"")"			p			MGI	6986				True	Pon1
6987	"p(HGNC:""RRM2B"")"			p			HGNC	6987				True	RRM2B
6988	"p(HGNC:""SPRED1"")"			p			HGNC	6988				True	SPRED1
6989	"a(UNDEFINED:""huperzine A"")"			a			UNDEFINED	6989					huperzine A
6990	"p(HGNC:""ABCF2"")"			p			HGNC	6990				True	ABCF2
6991	"p(HGNC:""ABHD11"")"			p			HGNC	6991				True	ABHD11
6992	"p(HGNC:""ABHD14B"")"			p			HGNC	6992				True	ABHD14B
6993	"p(HGNC:""ABTB2"")"			p			HGNC	6993				True	ABTB2
6994	"p(HGNC:""ACAT2"")"			p			HGNC	6994				True	ACAT2
6995	"p(HGNC:""ACBD3"")"			p			HGNC	6995				True	ACBD3
6996	"p(HGNC:""ACBD5"")"			p			HGNC	6996				True	ACBD5
6997	"p(HGNC:""ACD"")"			p			HGNC	6997				True	ACD
6998	"p(HGNC:""A1CF"")"			p			HGNC	6998				True	A1CF
6999	"p(HGNC:""ACO1"")"			p			HGNC	6999				True	ACO1
7000	"p(HGNC:""ACOT11"")"			p			HGNC	7000				True	ACOT11
7001	"p(HGNC:""ACOT7"")"			p			HGNC	7001				True	ACOT7
7002	"p(HGNC:""ACSS1"")"			p			HGNC	7002				True	ACSS1
7003	"p(HGNC:""ACTL7A"")"			p			HGNC	7003				True	ACTL7A
7004	"p(HGNC:""ACTR3"")"			p			HGNC	7004				True	ACTR3
7005	"p(HGNC:""ACTR5"")"			p			HGNC	7005				True	ACTR5
7006	"p(HGNC:""ACTR6"")"			p			HGNC	7006				True	ACTR6
7007	"p(HGNC:""ACYP1"")"			p			HGNC	7007				True	ACYP1
7008	"p(HGNC:""ADAMTS10"")"			p			HGNC	7008				True	ADAMTS10
7009	"p(HGNC:""ADAMTS19"")"			p			HGNC	7009				True	ADAMTS19
7010	"p(HGNC:""ADAMTSL3"")"			p			HGNC	7010				True	ADAMTSL3
7011	"p(HGNC:""ADCK1"")"			p			HGNC	7011				True	ADCK1
7012	"p(HGNC:""ADCK5"")"			p			HGNC	7012				True	ADCK5
7013	"p(HGNC:""ADCY3"")"			p			HGNC	7013				True	ADCY3
7014	"p(HGNC:""ADH5"")"			p			HGNC	7014				True	ADH5
7015	"p(HGNC:""ADI1"")"			p			HGNC	7015				True	ADI1
7016	"p(HGNC:""ADSS"")"			p			HGNC	7016				True	ADSS
7017	"p(HGNC:""ADSSL1"")"			p			HGNC	7017				True	ADSSL1
7018	"p(HGNC:""AFF1"")"			p			HGNC	7018				True	AFF1
7019	"p(HGNC:""AFF4"")"			p			HGNC	7019				True	AFF4
7020	"p(HGNC:""AFTPH"")"			p			HGNC	7020				True	AFTPH
7021	"p(HGNC:""AGFG2"")"			p			HGNC	7021				True	AGFG2
7022	"p(HGNC:""AGR3"")"			p			HGNC	7022				True	AGR3
7023	"p(HGNC:""AHCTF1"")"			p			HGNC	7023				True	AHCTF1
7024	"p(HGNC:""AHSA1"")"			p			HGNC	7024				True	AHSA1
7025	"p(HGNC:""AIM1"")"			p			HGNC	7025				True	AIM1
7026	"p(HGNC:""AIMP1"")"			p			HGNC	7026				True	AIMP1
7027	"p(HGNC:""AK3"")"			p			HGNC	7027				True	AK3
7028	"p(HGNC:""AKAP7"")"			p			HGNC	7028				True	AKAP7
7029	"p(HGNC:""ALDH1B1"")"			p			HGNC	7029				True	ALDH1B1
7030	"p(HGNC:""ALDH6A1"")"			p			HGNC	7030				True	ALDH6A1
7031	"p(HGNC:""ALG13"")"			p			HGNC	7031				True	ALG13
7032	"p(HGNC:""ALG5"")"			p			HGNC	7032				True	ALG5
7033	"p(HGNC:""ALG9"")"			p			HGNC	7033				True	ALG9
7034	"p(HGNC:""ALK"")"			p			HGNC	7034				True	ALK
7035	"p(HGNC:""ALOX5AP"")"			p			HGNC	7035				True	ALOX5AP
7036	"p(HGNC:""AMD1"")"			p			HGNC	7036				True	AMD1
7037	"p(HGNC:""AMICA1"")"			p			HGNC	7037				True	AMICA1
7038	"p(HGNC:""AIFM2"")"			p			HGNC	7038				True	AIFM2
7039	"p(HGNC:""AMOTL2"")"			p			HGNC	7039				True	AMOTL2
7040	"p(HGNC:""ANKRD13C"")"			p			HGNC	7040				True	ANKRD13C
7041	"p(HGNC:""ANKRD16"")"			p			HGNC	7041				True	ANKRD16
7042	"p(HGNC:""ANKRD40"")"			p			HGNC	7042				True	ANKRD40
7043	"p(HGNC:""ANKRD44"")"			p			HGNC	7043				True	ANKRD44
7044	"p(HGNC:""ANLN"")"			p			HGNC	7044				True	ANLN
7045	"p(HGNC:""ANP32A"")"			p			HGNC	7045				True	ANP32A
7046	"p(HGNC:""ANP32D"")"			p			HGNC	7046				True	ANP32D
7047	"p(HGNC:""ANXA4"")"			p			HGNC	7047				True	ANXA4
7048	"p(HGNC:""AP1S3"")"			p			HGNC	7048				True	AP1S3
7049	"p(HGNC:""AP4E1"")"			p			HGNC	7049				True	AP4E1
7050	"p(HGNC:""APEH"")"			p			HGNC	7050				True	APEH
7051	"p(HGNC:""APOA4"")"			p			HGNC	7051				True	APOA4
7052	"p(HGNC:""APOBEC2"")"			p			HGNC	7052				True	APOBEC2
7053	"p(HGNC:""APPL1"")"			p			HGNC	7053				True	APPL1
7054	"p(HGNC:""AQP11"")"			p			HGNC	7054				True	AQP11
7055	"p(HGNC:""ARF1"")"			p			HGNC	7055				True	ARF1
7056	"p(HGNC:""ARHGAP18"")"			p			HGNC	7056				True	ARHGAP18
7057	"p(HGNC:""ARHGAP22"")"			p			HGNC	7057				True	ARHGAP22
7058	"p(HGNC:""ARID2"")"			p			HGNC	7058				True	ARID2
7059	"p(HGNC:""ARL14"")"			p			HGNC	7059				True	ARL14
7060	"p(HGNC:""ARL5A"")"			p			HGNC	7060				True	ARL5A
7061	"p(HGNC:""ARL5B"")"			p			HGNC	7061				True	ARL5B
7062	"p(HGNC:""ARL8B"")"			p			HGNC	7062				True	ARL8B
7063	"p(HGNC:""ARMC7"")"			p			HGNC	7063				True	ARMC7
7064	"p(HGNC:""ARMC8"")"			p			HGNC	7064				True	ARMC8
7065	"p(HGNC:""ARMCX3"")"			p			HGNC	7065				True	ARMCX3
7066	"p(HGNC:""ARSB"")"			p			HGNC	7066				True	ARSB
7067	"p(HGNC:""ASB9"")"			p			HGNC	7067				True	ASB9
7068	"p(HGNC:""ASCC3"")"			p			HGNC	7068				True	ASCC3
7069	"p(HGNC:""ASIC1"")"			p			HGNC	7069				True	ASIC1
7070	"p(HGNC:""ASUN"")"			p			HGNC	7070				True	ASUN
7071	"p(HGNC:""ATAD3A"")"			p			HGNC	7071				True	ATAD3A
7072	"p(HGNC:""ATF1"")"			p			HGNC	7072				True	ATF1
7073	"p(HGNC:""ATOX1"")"			p			HGNC	7073				True	ATOX1
7074	"p(HGNC:""ATP11A"")"			p			HGNC	7074				True	ATP11A
7075	"p(HGNC:""ATP2A2"")"			p			HGNC	7075				True	ATP2A2
7076	"p(HGNC:""ATP5F1"")"			p			HGNC	7076				True	ATP5F1
7077	"p(HGNC:""ATP6V1D"")"			p			HGNC	7077				True	ATP6V1D
7078	"p(HGNC:""ATP8B3"")"			p			HGNC	7078				True	ATP8B3
7079	"p(HGNC:""ATPAF2"")"			p			HGNC	7079				True	ATPAF2
7080	"p(HGNC:""AVL9"")"			p			HGNC	7080				True	AVL9
7081	"p(HGNC:""AZI2"")"			p			HGNC	7081				True	AZI2
7082	"p(HGNC:""B3GALNT2"")"			p			HGNC	7082				True	B3GALNT2
7083	"p(HGNC:""B3GNT3"")"			p			HGNC	7083				True	B3GNT3
7084	"p(HGNC:""B3GNT5"")"			p			HGNC	7084				True	B3GNT5
7085	"p(HGNC:""B4GALT7"")"			p			HGNC	7085				True	B4GALT7
7086	"p(HGNC:""BAG5"")"			p			HGNC	7086				True	BAG5
7087	"p(HGNC:""BAHCC1"")"			p			HGNC	7087				True	BAHCC1
7088	"p(HGNC:""BANP"")"			p			HGNC	7088				True	BANP
7089	"p(HGNC:""BCKDK"")"			p			HGNC	7089				True	BCKDK
7090	"p(HGNC:""BCL2L14"")"			p			HGNC	7090				True	BCL2L14
7091	"p(HGNC:""BCL3"")"			p			HGNC	7091				True	BCL3
7092	"p(HGNC:""BCL6"")"			p			HGNC	7092				True	BCL6
7093	"p(HGNC:""BCL7C"")"			p			HGNC	7093				True	BCL7C
7094	"p(HGNC:""BCLAF1"")"			p			HGNC	7094				True	BCLAF1
7095	"p(HGNC:""BCORL1"")"			p			HGNC	7095				True	BCORL1
7096	"p(HGNC:""BDH2"")"			p			HGNC	7096				True	BDH2
7097	"p(HGNC:""BFSP1"")"			p			HGNC	7097				True	BFSP1
7098	"p(HGNC:""BMS1"")"			p			HGNC	7098				True	BMS1
7099	"p(HGNC:""BOK"")"			p			HGNC	7099				True	BOK
7100	"p(HGNC:""BRD8"")"			p			HGNC	7100				True	BRD8
7101	"p(HGNC:""BRWD1"")"			p			HGNC	7101				True	BRWD1
7102	"p(HGNC:""BSDC1"")"			p			HGNC	7102				True	BSDC1
7103	"p(HGNC:""BTG2"")"			p			HGNC	7103				True	BTG2
7104	"p(HGNC:""BTN2A2"")"			p			HGNC	7104				True	BTN2A2
7105	"p(HGNC:""BRIX1"")"			p			HGNC	7105				True	BRIX1
7106	"p(HGNC:""C10ORF76"")"			p			HGNC	7106					C10orf76
7107	"p(HGNC:""C11ORF52"")"			p			HGNC	7107					C11orf52
7108	"p(HGNC:""C11ORF54"")"			p			HGNC	7108					C11orf54
7109	"p(HGNC:""C11ORF57"")"			p			HGNC	7109					C11orf57
7110	"p(HGNC:""C11ORF68"")"			p			HGNC	7110					C11orf68
7111	"p(HGNC:""C12ORF5"")"			p			HGNC	7111					C12ORF5
7112	"p(HGNC:""C12ORF60"")"			p			HGNC	7112					C12orf60
7113	"p(HGNC:""C12ORF65"")"			p			HGNC	7113					C12orf65
7114	"p(HGNC:""C13ORF31"")"			p			HGNC	7114					C13ORF31
7115	"p(HGNC:""C14ORF1"")"			p			HGNC	7115					C14orf1
7116	"p(HGNC:""C14ORF169"")"			p			HGNC	7116					C14orf169
7117	"p(HGNC:""C14ORF2"")"			p			HGNC	7117					C14orf2
7118	"p(HGNC:""C14ORF93"")"			p			HGNC	7118					C14orf93
7119	"p(HGNC:""C16ORF62"")"			p			HGNC	7119					C16orf62
7120	"p(HGNC:""C19ORF33"")"			p			HGNC	7120					C19orf33
7121	"p(HGNC:""C19ORF68"")"			p			HGNC	7121					C19orf68
7122	"p(HGNC:""C1ORF109"")"			p			HGNC	7122					C1orf109
7123	"p(HGNC:""C1ORF116"")"			p			HGNC	7123					C1orf116
7124	"p(HGNC:""C1ORF131"")"			p			HGNC	7124					C1orf131
7125	"p(HGNC:""C1ORF43"")"			p			HGNC	7125					C1orf43
7126	"p(HGNC:""C1QTNF3"")"			p			HGNC	7126				True	C1QTNF3
7127	"p(HGNC:""C20ORF196"")"			p			HGNC	7127					C20orf196
7128	"p(HGNC:""C20ORF24"")"			p			HGNC	7128					C20orf24
7129	"p(HGNC:""C2ORF43"")"			p			HGNC	7129					C2ORF43
7130	"p(HGNC:""C2ORF47"")"			p			HGNC	7130					C2orf47
7131	"p(HGNC:""C3ORF18"")"			p			HGNC	7131					C3orf18
7132	"p(HGNC:""C3ORF20"")"			p			HGNC	7132					C3orf20
7133	"p(HGNC:""C3ORF33"")"			p			HGNC	7133					C3orf33
7134	"p(HGNC:""C4ORF29"")"			p			HGNC	7134					C4orf29
7135	"p(HGNC:""C5ORF24"")"			p			HGNC	7135					C5orf24
7136	"p(HGNC:""C5ORF45"")"			p			HGNC	7136					C5orf45
7137	"p(HGNC:""C6ORF1"")"			p			HGNC	7137					C6orf1
7138	"p(HGNC:""C6ORF211"")"			p			HGNC	7138					C6ORF211
7139	"p(HGNC:""C6ORF48"")"			p			HGNC	7139					C6orf48
7140	"p(HGNC:""C6ORF62"")"			p			HGNC	7140					C6orf62
7141	"p(HGNC:""C7ORF13"")"			p			HGNC	7141					C7ORF13
7142	"p(HGNC:""C7ORF55"")"			p			HGNC	7142					C7orf55
7143	"p(HGNC:""C8ORF44"")"			p			HGNC	7143					C8orf44
7144	"p(HGNC:""C8ORF58"")"			p			HGNC	7144					C8orf58
7145	"p(HGNC:""CA5BP1"")"			p			HGNC	7145				True	CA5BP1
7146	"p(HGNC:""CAAP1"")"			p			HGNC	7146				True	CAAP1
7147	"p(HGNC:""CABLES1"")"			p			HGNC	7147				True	CABLES1
7148	"p(HGNC:""CABYR"")"			p			HGNC	7148				True	CABYR
7149	"p(HGNC:""CALU"")"			p			HGNC	7149				True	CALU
7150	"p(HGNC:""CAND1"")"			p			HGNC	7150				True	CAND1
7151	"p(HGNC:""CAP2"")"			p			HGNC	7151				True	CAP2
7152	"p(HGNC:""CAPNS1"")"			p			HGNC	7152				True	CAPNS1
7153	"p(HGNC:""CAPNS2"")"			p			HGNC	7153				True	CAPNS2
7154	"p(HGNC:""CAPS"")"			p			HGNC	7154				True	CAPS
7155	"p(HGNC:""CARF"")"			p			HGNC	7155				True	CARF
7156	"p(HGNC:""CARHSP1"")"			p			HGNC	7156				True	CARHSP1
7157	"p(HGNC:""CASC4"")"			p			HGNC	7157				True	CASC4
7158	"p(HGNC:""CBFB"")"			p			HGNC	7158				True	CBFB
7159	"p(HGNC:""CBLL1"")"			p			HGNC	7159				True	CBLL1
7160	"p(HGNC:""CBR4"")"			p			HGNC	7160				True	CBR4
7161	"p(HGNC:""CBX7"")"			p			HGNC	7161				True	CBX7
7162	"p(HGNC:""CCDC126"")"			p			HGNC	7162				True	CCDC126
7163	"p(HGNC:""CCDC130"")"			p			HGNC	7163				True	CCDC130
7164	"p(HGNC:""CCDC14"")"			p			HGNC	7164				True	CCDC14
7165	"p(HGNC:""CCDC150"")"			p			HGNC	7165				True	CCDC150
7166	"p(HGNC:""CCDC28A"")"			p			HGNC	7166				True	CCDC28A
7167	"p(HGNC:""CCDC30"")"			p			HGNC	7167				True	CCDC30
7168	"p(HGNC:""CCDC38"")"			p			HGNC	7168				True	CCDC38
7169	"p(HGNC:""CCDC6"")"			p			HGNC	7169				True	CCDC6
7170	"p(HGNC:""CCDC82"")"			p			HGNC	7170				True	CCDC82
7171	"p(HGNC:""CCDC86"")"			p			HGNC	7171				True	CCDC86
7172	"p(HGNC:""CCDC88A"")"			p			HGNC	7172				True	CCDC88A
7173	"p(HGNC:""CCDC93"")"			p			HGNC	7173				True	CCDC93
7174	"p(HGNC:""CCNJ"")"			p			HGNC	7174				True	CCNJ
7175	"p(HGNC:""CCNT1"")"			p			HGNC	7175				True	CCNT1
7176	"p(HGNC:""CCNYL1"")"			p			HGNC	7176				True	CCNYL1
7177	"p(HGNC:""CCRL2"")"			p			HGNC	7177				True	CCRL2
7178	"p(HGNC:""CCS"")"			p			HGNC	7178				True	CCS
7179	"p(HGNC:""CCT2"")"			p			HGNC	7179				True	CCT2
7180	"p(HGNC:""CCT5"")"			p			HGNC	7180				True	CCT5
7181	"p(HGNC:""CCT6A"")"			p			HGNC	7181				True	CCT6A
7182	"p(HGNC:""CD164"")"			p			HGNC	7182				True	CD164
7183	"p(HGNC:""CD300LF"")"			p			HGNC	7183				True	CD300LF
7184	"p(HGNC:""CD3EAP"")"			p			HGNC	7184				True	CD3EAP
7185	"p(HGNC:""CD52"")"			p			HGNC	7185				True	CD52
7186	"p(HGNC:""CD97"")"			p			HGNC	7186					CD97
7187	"p(HGNC:""CDC16"")"			p			HGNC	7187				True	CDC16
7188	"p(HGNC:""CDC25A"")"			p			HGNC	7188				True	CDC25A
7189	"p(HGNC:""CDC42EP2"")"			p			HGNC	7189				True	CDC42EP2
7190	"p(HGNC:""CDC5L"")"			p			HGNC	7190				True	CDC5L
7191	"p(HGNC:""CDCP1"")"			p			HGNC	7191				True	CDCP1
7192	"p(HGNC:""CDK12"")"			p			HGNC	7192				True	CDK12
7193	"p(HGNC:""CDK13"")"			p			HGNC	7193				True	CDK13
7194	"p(HGNC:""CDK5RAP3"")"			p			HGNC	7194				True	CDK5RAP3
7195	"p(HGNC:""CDKAL1"")"			p			HGNC	7195				True	CDKAL1
7196	"p(HGNC:""CDKL3"")"			p			HGNC	7196				True	CDKL3
7197	"p(HGNC:""CDKN1C"")"			p			HGNC	7197				True	CDKN1C
7198	"p(HGNC:""CDKN2AIPNL"")"			p			HGNC	7198				True	CDKN2AIPNL
7199	"p(HGNC:""CDKN2D"")"			p			HGNC	7199				True	CDKN2D
7200	"p(HGNC:""CDRT4"")"			p			HGNC	7200				True	CDRT4
7201	"p(HGNC:""CDX2"")"			p			HGNC	7201				True	CDX2
7202	"p(HGNC:""CEBPG"")"			p			HGNC	7202				True	CEBPG
7203	"p(HGNC:""CENPH"")"			p			HGNC	7203				True	CENPH
7204	"p(HGNC:""CEP120"")"			p			HGNC	7204				True	CEP120
7205	"p(HGNC:""CEP57"")"			p			HGNC	7205				True	CEP57
7206	"p(HGNC:""CEPT1"")"			p			HGNC	7206				True	CEPT1
7207	"p(HGNC:""CETN2"")"			p			HGNC	7207				True	CETN2
7208	"p(HGNC:""CGREF1"")"			p			HGNC	7208				True	CGREF1
7209	"p(HGNC:""CHCHD4"")"			p			HGNC	7209				True	CHCHD4
7210	"p(HGNC:""CHD4"")"			p			HGNC	7210				True	CHD4
7211	"p(HGNC:""FOXN3"")"			p			HGNC	7211				True	FOXN3
7212	"p(HGNC:""CHN2"")"			p			HGNC	7212				True	CHN2
7213	"p(HGNC:""SARNP"")"			p			HGNC	7213				True	SARNP
7214	"p(HGNC:""CIRH1A"")"			p			HGNC	7214				True	CIRH1A
7215	"p(HGNC:""CISH"")"			p			HGNC	7215				True	CISH
7216	"p(HGNC:""CLCF1"")"			p			HGNC	7216				True	CLCF1
7217	"p(HGNC:""CLCN3"")"			p			HGNC	7217				True	CLCN3
7218	"p(HGNC:""CLDN1"")"			p			HGNC	7218				True	CLDN1
7219	"p(HGNC:""CLDN2"")"			p			HGNC	7219				True	CLDN2
7220	"p(HGNC:""CLDN23"")"			p			HGNC	7220				True	CLDN23
7221	"p(HGNC:""CLDN3"")"			p			HGNC	7221				True	CLDN3
7222	"p(HGNC:""CLDN6"")"			p			HGNC	7222				True	CLDN6
7223	"p(HGNC:""CLDN7"")"			p			HGNC	7223				True	CLDN7
7224	"p(HGNC:""CLDN9"")"			p			HGNC	7224				True	CLDN9
7225	"p(HGNC:""CLDND1"")"			p			HGNC	7225				True	CLDND1
7226	"p(HGNC:""CLIC5"")"			p			HGNC	7226				True	CLIC5
7227	"p(HGNC:""CLK4"")"			p			HGNC	7227				True	CLK4
7228	"p(HGNC:""CLMP"")"			p			HGNC	7228				True	CLMP
7229	"p(HGNC:""CLPB"")"			p			HGNC	7229				True	CLPB
7230	"p(HGNC:""CLPTM1L"")"			p			HGNC	7230				True	CLPTM1L
7231	"p(HGNC:""CMTM6"")"			p			HGNC	7231				True	CMTM6
7232	"p(HGNC:""CNKSR3"")"			p			HGNC	7232				True	CNKSR3
7233	"p(HGNC:""CNNM2"")"			p			HGNC	7233				True	CNNM2
7234	"p(HGNC:""CNOT2"")"			p			HGNC	7234				True	CNOT2
7235	"p(HGNC:""COG6"")"			p			HGNC	7235				True	COG6
7236	"p(HGNC:""COL16A1"")"			p			HGNC	7236				True	COL16A1
7237	"p(HGNC:""COL4A6"")"			p			HGNC	7237				True	COL4A6
7238	"p(HGNC:""COL9A3"")"			p			HGNC	7238				True	COL9A3
7239	"p(HGNC:""COMMD8"")"			p			HGNC	7239				True	COMMD8
7240	"p(HGNC:""COPS5"")"			p			HGNC	7240				True	COPS5
7241	"p(HGNC:""COPS8"")"			p			HGNC	7241				True	COPS8
7242	"p(HGNC:""COQ4"")"			p			HGNC	7242				True	COQ4
7243	"p(HGNC:""COQ5"")"			p			HGNC	7243				True	COQ5
7244	"p(HGNC:""CORO2A"")"			p			HGNC	7244				True	CORO2A
7245	"p(HGNC:""CPEB3"")"			p			HGNC	7245				True	CPEB3
7246	"p(HGNC:""CPM"")"			p			HGNC	7246				True	CPM
7247	"p(HGNC:""CPSF2"")"			p			HGNC	7247				True	CPSF2
7248	"p(HGNC:""CREBRF"")"			p			HGNC	7248				True	CREBRF
7249	"p(HGNC:""CREBZF"")"			p			HGNC	7249				True	CREBZF
7250	"p(HGNC:""CRELD1"")"			p			HGNC	7250				True	CRELD1
7251	"p(HGNC:""CRLS1"")"			p			HGNC	7251				True	CRLS1
7252	"p(HGNC:""MED7"")"			p			HGNC	7252				True	MED7
7253	"p(HGNC:""CRTC3"")"			p			HGNC	7253				True	CRTC3
7254	"p(HGNC:""CRY1"")"			p			HGNC	7254				True	CRY1
7255	"p(HGNC:""CRYL1"")"			p			HGNC	7255				True	CRYL1
7256	"p(HGNC:""CRYM"")"			p			HGNC	7256				True	CRYM
7257	"p(HGNC:""CRYZ"")"			p			HGNC	7257				True	CRYZ
